dataset,algorithm,n,k,id,time,mst_cost,min_dist,kmeans_loss,smallest_cluster,seed,min_size,min_dist_upper_bound,search_all
collins,cm,1000,30,10,4.1596338748931885,13.208267491725907,0.4430556602090319,407.4130252968842,5,1.0,7.0,14.519631060549168,True
digits,cm,1797,10,1,1.5910024642944336,175.00529195950367,19.4164878389476,1615929.782639536,107,1.0,129.0,200.98316603641268,True
digits,cm,1797,10,2,1.6130433082580566,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,113.0,201.7154994730616,True
digits,cm,1797,10,9,1.6116018295288086,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,122.0,201.7154994730616,True
digits,cm,1797,10,9,1.6116018295288086,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,122.0,201.7154994730616,True
digits,cm,1797,10,10,1.622330904006958,175.00529195950367,19.4164878389476,1615929.782639536,107,1.0,133.0,200.93297743528507,True
digits,cm,1797,10,8,1.642246961593628,178.97164859773528,19.82422760159901,1525854.6807746068,93,1.0,125.0,201.63997833252822,True
digits,cm,1797,10,7,1.6082921028137207,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,121.0,201.7154994730616,True
digits,cm,1797,10,8,1.642246961593628,178.97164859773528,19.82422760159901,1525854.6807746068,93,1.0,125.0,201.63997833252822,True
digits,cm,1797,10,9,1.6116018295288086,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,122.0,201.7154994730616,True
digits,cm,1797,10,10,1.622330904006958,175.00529195950367,19.4164878389476,1615929.782639536,107,1.0,133.0,200.93297743528507,True
letter,cm,20000,26,1,114.98658394813538,5.547371560563315,0.22110831935702385,6639.74684066031,260,1.0,234.0,5.778019249084187,True
letter,cm,20000,26,9,115.26115441322327,5.547371560563315,0.22110831935702385,6639.74684066031,260,1.0,233.0,5.778019249084188,True
letter,cm,20000,26,3,110.05711936950684,5.843850578302986,2.9802322387695312e-08,7170.813059402551,276,1.0,290.0,5.730614348091429,True
letter,cm,20000,26,9,115.26115441322327,5.547371560563315,0.22110831935702385,6639.74684066031,260,1.0,233.0,5.778019249084188,True
letter,cm,20000,26,5,106.50545525550842,5.542562614022707,2.9802322387695312e-08,6923.667471926111,173,1.0,230.0,5.77801924908419,True
letter,cm,20000,26,6,104.54129314422607,5.938574515060461,2.1073424255447017e-08,7126.577995923266,208,1.0,277.0,5.739369412053667,True
letter,cm,20000,26,7,110.83322715759277,5.843850578302986,2.9802322387695312e-08,7170.813059402551,276,1.0,307.0,5.719176156407842,True
letter,cm,20000,26,9,115.26115441322327,5.547371560563315,0.22110831935702385,6639.74684066031,260,1.0,233.0,5.778019249084188,True
letter,cm,20000,26,9,115.26115441322327,5.547371560563315,0.22110831935702385,6639.74684066031,260,1.0,233.0,5.778019249084188,True
letter,cm,20000,26,10,110.72470951080322,5.843850578302986,2.9802322387695312e-08,7170.813059402551,276,1.0,291.0,5.73061434809143,True
mice,cm,552,8,1,0.4180288314819336,5.615448329754023,0.7871369626590188,2589.3585680630986,48,1.0,63.0,7.108817684243219,True
mice,cm,552,8,10,0.42948317527770996,5.675364041802357,0.7930303259869314,2617.5399820737634,46,1.0,62.0,7.157704954577774,True
mice,cm,552,8,4,0.4230155944824219,5.547010006742495,0.7803279301665184,2739.887163944726,49,1.0,66.0,7.091726104400376,True
mice,cm,552,8,4,0.4230155944824219,5.547010006742495,0.7803279301665184,2739.887163944726,49,1.0,66.0,7.091726104400376,True
mice,cm,552,8,5,0.42817139625549316,5.498621472590406,0.7712999291419969,2590.250035459211,56,1.0,70.0,6.8763277953249995,True
mice,cm,552,8,10,0.42948317527770996,5.675364041802357,0.7930303259869314,2617.5399820737634,46,1.0,62.0,7.157704954577774,True
mice,cm,552,8,7,0.42312192916870117,5.615448329754023,0.7871369626590188,2589.3585680630986,48,1.0,65.0,7.098535136892885,True
mice,cm,552,8,8,0.42356157302856445,5.882841923913645,0.8253654352546358,2377.9075002526647,44,1.0,58.0,7.247548500903755,True
mice,cm,552,8,9,0.41803908348083496,5.882841923913645,0.8253654352546358,2377.9075002526647,44,1.0,59.0,7.2350765789236196,True
mice,cm,552,8,10,0.42948317527770996,5.675364041802357,0.7930303259869314,2617.5399820737634,46,1.0,62.0,7.157704954577774,True
newsgroups,cm,18846,20,1,165.44990181922913,18.999999999999996,0.9999999999999999,17779.265007752314,241,1.0,322.0,18.999999999999996,True
newsgroups,cm,18846,20,2,162.71563410758972,18.999999999999996,0.9999999999999999,17779.401057305615,186,1.0,249.0,18.999999999999996,True
newsgroups,cm,18846,20,3,162.58862471580505,18.999999999999996,0.9999999999999999,17779.830074518217,225,1.0,299.0,18.999999999999996,True
newsgroups,cm,18846,20,9,146.9606306552887,19.000000000000004,1.0000000000000004,17780.569589729694,1,1.0,2.0,19.0,True
newsgroups,cm,18846,20,5,166.63327550888062,18.999999999999996,0.9999999999999999,17779.680221398936,276,1.0,369.0,18.999999999999996,True
newsgroups,cm,18846,20,6,170.3786859512329,18.999999999999996,0.9999999999999999,17779.639982281085,198,1.0,265.0,18.999999999999996,True
newsgroups,cm,18846,20,7,183.51437830924988,18.999999999999996,0.9999999999999999,17779.332409996026,221,1.0,295.0,18.999999999999996,True
newsgroups,cm,18846,20,8,178.6301829814911,18.999999999999996,0.9999999999999999,17779.665353648797,288,1.0,385.0,18.999999999999996,True
newsgroups,cm,18846,20,9,146.9606306552887,19.000000000000004,1.0000000000000004,17780.569589729694,1,1.0,2.0,19.0,True
newsgroups,cm,18846,20,10,178.0477478504181,18.999999999999996,0.9999999999999999,17779.432208779705,245,1.0,327.0,18.999999999999996,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
iris,cm,150,3,10,0.02580881118774414,1.7815433029229444,0.1414213562372703,154.5542000000008,50,1.0,51.0,1.9046970777921202,True
pendigits,cm,10992,10,9,14.86152458190918,215.76190754551024,5.385164807134504,104219026.3034437,467,1.0,622.0,303.2054468956027,True
pendigits,cm,10992,10,9,14.86152458190918,215.76190754551024,5.385164807134504,104219026.3034437,467,1.0,622.0,303.2054468956027,True
pendigits,cm,10992,10,9,14.86152458190918,215.76190754551024,5.385164807134504,104219026.3034437,467,1.0,622.0,303.2054468956027,True
pendigits,cm,10992,10,9,14.86152458190918,215.76190754551024,5.385164807134504,104219026.3034437,467,1.0,622.0,303.2054468956027,True
pendigits,cm,10992,10,5,13.949595212936401,215.14411739829637,23.895606290697042,107977919.2194945,483,1.0,619.0,303.4023722662877,True
pendigits,cm,10992,10,6,13.787391901016235,229.79544169674543,5.385164807134504,93243982.50503126,459,1.0,570.0,307.5205934511901,True
pendigits,cm,10992,10,9,14.86152458190918,215.76190754551024,5.385164807134504,104219026.3034437,467,1.0,622.0,303.2054468956027,True
pendigits,cm,10992,10,9,14.86152458190918,215.76190754551024,5.385164807134504,104219026.3034437,467,1.0,622.0,303.2054468956027,True
pendigits,cm,10992,10,9,14.86152458190918,215.76190754551024,5.385164807134504,104219026.3034437,467,1.0,622.0,303.2054468956027,True
pendigits,cm,10992,10,10,14.056699275970459,214.80908906198846,23.83275057562597,108112221.00597209,485,1.0,647.0,300.38783525571176,True
vowel,cm,990,11,6,0.5754716396331787,4.911672162712241,0.48148263960138377,1174.5965657741392,61,1.0,82.0,5.535828989744244,True
vowel,cm,990,11,2,0.5714385509490967,4.936293689839248,0.4853712419906784,1214.215519070743,58,1.0,78.0,5.554188140213721,True
vowel,cm,990,11,3,0.5839371681213379,5.041258998898683,0.4969284575362553,1187.2566095883642,52,1.0,70.0,5.629205015725608,True
vowel,cm,990,11,4,0.5786032676696777,4.9119472266508035,0.48164262326755736,1220.7374505816683,60,1.0,81.0,5.544167818818994,True
vowel,cm,990,11,10,0.5748775005340576,4.8955922367626385,0.48197963798238386,1220.7636383535375,59,1.0,79.0,5.5451466251276615,True
vowel,cm,990,11,6,0.5754716396331787,4.911672162712241,0.48148263960138377,1174.5965657741392,61,1.0,82.0,5.535828989744244,True
vowel,cm,990,11,10,0.5748775005340576,4.8955922367626385,0.48197963798238386,1220.7636383535375,59,1.0,79.0,5.5451466251276615,True
vowel,cm,990,11,8,0.5848965644836426,4.975710489463343,0.4916339909233291,1228.7408886573435,56,1.0,75.0,5.597703011778505,True
vowel,cm,990,11,9,0.5926353931427002,5.0467064730659885,0.4967183226694283,1152.4012860547823,54,1.0,73.0,5.625117543678924,True
vowel,cm,990,11,10,0.5748775005340576,4.8955922367626385,0.48197963798238386,1220.7636383535375,59,1.0,79.0,5.5451466251276615,True
sensorless,cm,58509,11,1,559.084600687027,1.460285641731595,0.1457072132061918,19386.29742477699,1221,1.0,1593.0,2.389749831544996,True
sensorless,cm,58509,11,10,680.6019747257233,1.1308512633324326,0.11300823585383783,22656.083019917547,2597,1.0,3382.0,1.7742854320487877,True
sensorless,cm,58509,11,5,540.468912601471,1.5816845652583011,0.01941734075967394,27585.846934526762,862,1.0,1125.0,2.6757430830750977,True
sensorless,cm,58509,11,4,640.1374115943909,1.1651628342862284,0.11637927476195493,19974.908812676855,2104,1.0,2718.0,1.9180368522273825,True
sensorless,cm,58509,11,5,540.468912601471,1.5816845652583011,0.01941734075967394,27585.846934526762,862,1.0,1125.0,2.6757430830750977,True
sensorless,cm,58509,11,10,680.6019747257233,1.1308512633324326,0.11300823585383783,22656.083019917547,2597,1.0,3382.0,1.7742854320487877,True
sensorless,cm,58509,11,9,537.0674474239349,1.6263042715039508,0.021313263072071018,25566.14380217146,751,1.0,997.0,2.7750365427046377,True
sensorless,cm,58509,11,10,680.6019747257233,1.1308512633324326,0.11300823585383783,22656.083019917547,2597,1.0,3382.0,1.7742854320487877,True
sensorless,cm,58509,11,9,537.0674474239349,1.6263042715039508,0.021313263072071018,25566.14380217146,751,1.0,997.0,2.7750365427046377,True
sensorless,cm,58509,11,10,680.6019747257233,1.1308512633324326,0.11300823585383783,22656.083019917547,2597,1.0,3382.0,1.7742854320487877,True
